鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
安樂區,房地(土地+建物),基隆市安樂區基金一路135巷1~30號,26.44,住,,,1051225,土地4建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,0820315,106.16,0,0,0,無,無,無,20000,188,,0.0,0,,RPPNMLQKJHMFFCC87DC
安樂區,房地(土地+建物),基隆市安樂區樂利三街8巷1~30號,6.41,其他,,,1060107,土地1建物1車位0,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840504,53.13,1,1,1,有,有,有,8500,160,,0.0,0,,RPPOMLRKJHMFFCC18EC
信義區,建物,基隆市信義區信一路1~30號,0.0,商,,,1060101,土地0建物1車位0,全,2,透天厝,,,,137.94,0,0,0,無,無,無,56760,411,,0.0,0,,RPVNMLOLJHMFFBC28DC
中正區,房地(土地+建物),基隆市中正區觀海街151~180號,22.39,住,,,1060105,土地1建物1車位0,一層,16,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880114,111.49,0,1,1,有,有,有,8000,72,,0.0,0,管理費由出租人負擔,RPUOMLPLJHMFFBC28CC
