鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路726巷1~30號,26.22,,鄉村區,乙種建築用地,1051101,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1050817,47.8,2,1,1,有,無,2800000,58577,,0.0,0,本件買賣有道路地持分1/54尚未過戶,RPQOMLOLKHMFFAG97CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路726巷1~30號,26.22,,鄉村區,乙種建築用地,1051101,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1050817,51.19,2,1,1,有,無,2700000,52745,,0.0,0,本件買賣有道路地持分1/54尚未過戶,RPROMLOLKHMFFAG08CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路726巷1~30號,26.22,,鄉村區,乙種建築用地,1051101,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1050817,50.57,2,1,1,有,無,2600000,51414,,0.0,0,本件買賣有道路地持分1/54尚未過戶,RPXNMLOLKHMFFAG58CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路726巷1~30號,26.22,,鄉村區,乙種建築用地,1051101,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1050817,48.42,2,1,1,有,無,3060000,63197,,0.0,0,本件買賣有道路地持分1/54尚未過戶,RPOOMLOLKHMFFAG77CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路726巷1~30號,26.22,,鄉村區,乙種建築用地,1051101,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1050817,51.19,2,1,1,有,無,2550000,49814,,0.0,0,本件買賣有道路地持分1/54尚未過戶,RPSOMLOLKHMFFAG18CA
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路726巷1~30號,26.22,,鄉村區,乙種建築用地,1051109,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1050817,50.57,2,1,1,有,無,2550000,50425,,0.0,0,本件買賣有道路地持分1/54尚未過戶,RPPOMLOLKHMFFAG87CA
員山鄉,房地(土地+建物),宜蘭縣員山鄉惠民路235巷1~30號,84.53,,鄉村區,乙種建築用地,1051222,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0701117,161.15,5,2,3,有,無,4500000,27924,,0.0,0,,RPWOMLTKJHMFFBG98CA
宜蘭市,土地,宜福段91~120地號,2778.77,農,,,1051230,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11347000,4083,,0.0,0,,RPSNMLSKJHMFFBG38CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市陽明二路1~30號,21.81,住,,,1051219,土地2建物1車位0,三層,五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1041210,62.06999999999999,1,1,1,有,有,3900000,62832,,0.0,0,附機車位,RPPOMLSKJHMFFBG18CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市公園路451巷1~30號,32.12,商,,,1051230,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050130,141.26999999999998,0,0,1,無,有,9398400,66528,坡道平面,0.0,0,,RPQQMLKLJHMFFBG77CA
