編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPXQMLKLKILFFBJ09CC,台元段,.00,都市：工
RPTOMLNKJHMFFBJ58CC,縣福段,.00,都市：住
RPTOMLNKJHMFFBJ58CC,縣福段,.00,都市：住
RPQOMLTKJHMFFBJ88CC,家興段,.00,都市：住
RPUOMLTKJHMFFBJ76DC,隘興段,.00,都市：住
RPQPMLKLJHMFFCJ28CC,竹東段竹東小段,7.12,都市：住
RPWOMLKLJHMFFBJ68CC,隘興段,.00,都市：住
RPXOMLKLJHMFFBJ78CC,縣華段,.00,都市：住
RPOPMLKLJHMFFBJ97CC,大學段,.00,都市：商
RPPPMLKLJHMFFBJ08CC,隘興段,.00,都市：住
RPQPMLKLJHMFFBJ18CC,家興段,.00,都市：住
RPRPMLKLJHMFFBJ28CC,家興段,.00,都市：住
RPSPMLKLJHMFFBJ38CC,自強段,.00,都市：住
RPPNMLLLJHMFFBJ97CC,自強段,.00,都市：住
RPVNMLPLJHMFFBJ98CC,永興段,.00,都市：住
RPVOMLPLJHMFFBJ09CC,莊敬段,256.20,都市：住
RPVOMLPLJHMFFBJ09CC,莊敬段,258.91,都市：住
