鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路121~150號,5.19,住,,,1060101,土地1建物1車位0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,49.9,1,0,1,有,無,有,6500,130,,0.0,0,,RPQNMLOJJHMFFBQ88CC
朴子市,房地(土地+建物),嘉義縣朴子市祥和三路西段181~210號,91.69,住,,,1051201,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0970131,100.31,5,1,5,有,無,有,16000,160,,0.0,0,,RPTNMLLKJHMFFBQ98CC
