編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPTNMLLLKHMFFAT56CA,27,1030.37,見其他登記事項,鋼筋混凝土加強磚造,78年10月16日,一層,一層 地下層
RPVNMLMJKHMFFAT66CA,21,198.88,住家用,鋼筋混凝土造,84年11月6日,五層,一層 二層 三層 四層 五層
RPVNMLMJKHMFFAT66CA,21,2.35,見其他登記事項,鋼筋混凝土造,84年11月6日,五層,
RPROMLKKJHMFFCT98CA,22,52.46,住家用,鋼筋混凝土造,84年1月20日,八層,八層
RPROMLKKJHMFFCT98CA,22,22.47,見其他登記事項,鋼筋混凝土造,84年1月20日,八層,
RPWOMLKKJHMFFCT86CA,30,103.81,住商用,鋼筋混凝土造,75年7月24日,二層,一層 二層 騎樓
RPUNMLLKJHMFFCT66CA,21,249.84,住商用,鋼筋混凝土造,84年12月29日,四層,一層 二層 三層 四層 騎樓
RPROMLNKJHMFFCT66CA,22,178.66,住家用,鋼筋混凝土造,83年7月13日,三層,一層 二層 三層
RPVNMLSKJHMFFCT47CA,59,25.24,住家用,磚造,47年3月15日,一層,一層
RPVNMLSKJHMFFCT47CA,32,369.19,住商用,鋼筋混凝土造,73年12月11日,四層,一層 二層 三層 四層 騎樓
RPWNMLPJJHMFFDT27CA,26,136.12,住家用,加強磚造,80年5月24日,二層,一層 二層
RPVNMLTJJHMFFDT57CA,22,114.34,見其他登記事項,鋼筋混凝土造,83年6月25日,五層,四層
RPVNMLTJJHMFFDT57CA,22,23.63,見其他登記事項,鋼筋混凝土造,83年6月25日,五層,
RPROMLLKJHMFFDT56CA,28,169.21,住家用,鋼筋混凝土造,78年2月1日,三層,一層 二層 三層
RPUNMLNJJHMFFAT56CA,23,88.34,見其他登記事項,鋼筋混凝土造,82年10月5日,十一層,一層
RPUNMLNJJHMFFAT56CA,23,17.79,見其他登記事項,鋼筋混凝土造,82年10月5日,十一層,
RPVNMLNJJHMFFAT66CA,17,122.02,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,四層
RPVNMLNJJHMFFAT66CA,17,35.53,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPWNMLNJJHMFFAT76CA,1,219.42,住家用,鋼筋混凝土造,105年5月4日,三層,一層 二層 三層 屋頂突出物
RPRNMLOJJHMFFAT98CA,24,151.39,住家用,鋼筋混凝土造,82年5月14日,三層,一層 二層 三層
RPPQMLKKJHMFFAT78CA,33,128.64,住家用,加強磚造,73年4月2日,二層,一層 二層
RPRNMLLKJHMFFAT78CA,12,141.29,見其他登記事項,鋼筋混凝土造,94年4月11日,四層,一層 二層 三層 四層
RPRNMLLKJHMFFAT78CA,12,35.32,見其他登記事項,鋼筋混凝土造,94年4月11日,四層,一層 二層 三層 四層
RPSOMLLKJHMFFAT98CA,34,76.04,國民住宅,鋼筋混凝土造,71年7月17日,五層,四層
RPSOMLLKJHMFFAT98CA,34,.00,國民住宅,鋼筋混凝土造,71年7月17日,,一層 二層 三層 四層 五層 地下層
RPPOMLQKJHMFFAT56CA,23,102.16,見其他登記事項,鋼筋混凝土造,82年7月14日,八層,一層 二層
RPPOMLQKJHMFFAT56CA,23,29.88,見其他登記事項,鋼筋混凝土造,82年7月14日,八層,
RPTNMLTKJHMFFAT17CA,20,78.69,住家用,鋼筋混凝土造,86年1月21日,六層,四層
RPTNMLTKJHMFFAT17CA,20,27.27,見其他登記事項,鋼筋混凝土造,86年1月21日,六層,
RPVNMLOJJHMFFFT27CA,44,245.28,住商用,見其他登記事項,62年4月23日,二層,一層 二層 騎樓
RPPNMLPJJHMFFFT76CA,35,68.60,住家用,加強磚造,70年8月20日,一層,一層 騎樓
RPPNMLRJKHMFFET96CA,38,72.00,住家用,鋼筋混凝土加強磚造,67年9月20日,二層,一層 二層
