編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPNMLPJJHMFFCN48CA,18,101.06,住家用,鋼筋混凝土造,88年1月14日,七層,一層
RPPNMLPJJHMFFCN48CA,18,58.02,見其他登記事項,鋼筋混凝土造,88年1月14日,八層,
RPQNMLNLJHMFFCN58CA,,181.76,見其他登記事項,鋼筋混凝土造,105年7月20日,三層,一層 二層 三層 屋頂突出物 騎樓
RPRNMLNLJHMFFCN68CA,,181.76,見其他登記事項,鋼筋混凝土造,105年7月20日,三層,一層 二層 三層 屋頂突出物 騎樓
RPUNMLOJJHMFFDN98CA,24,24.07,住家用,鋼筋混凝土造,82年3月18日,六層,三層
RPUNMLOJJHMFFDN98CA,24,12.01,見其他登記事項,鋼筋混凝土造,82年3月18日,六層,
RPVNMLOJJHMFFDN09CA,1,204.02,見其他登記事項,鋼筋混凝土造,105年6月1日,四層,一層 二層 三層 四層
RPQOMLQJJHMFFDN88CA,,313.39,見其他登記事項,鋼筋混凝土造,105年9月7日,四層,一層 二層 三層 四層
RPROMLQJJHMFFDN98CA,,313.73,見其他登記事項,鋼筋混凝土造,105年9月7日,四層,一層 二層 三層 四層
RPVNMLQJJHMFFDN66CA,21,18.92,住家用,鋼筋混凝土造,85年2月12日,十三層,五層
RPVNMLQJJHMFFDN66CA,21,9.84,見其他登記事項,鋼筋混凝土造,85年2月12日,十三層,
RPPNMLTKJHMFFDN09CA,38,235.54,住家用,鋼筋混凝土加強磚造,67年12月27日,三層,一層 二層 三層
RPVOMLNKJHMFFDN56CA,3,232.65,見其他登記事項,鋼筋混凝土造,102年8月12日,四層,一層 二層 三層 四層 見其他登記事項
RPWNMLNLJHMFFDN66CA,1,225.21,見其他登記事項,鋼筋混凝土造,104年12月11日,四層,一層 二層 三層 四層 屋頂突出物
RPTOMLNLJHMFFDN09CA,20,110.99,住家用,鋼筋混凝土造,85年8月24日,七層,五層
RPTOMLNLJHMFFDN09CA,20,24.48,見其他登記事項,鋼筋混凝土造,85年8月24日,七層,
RPTOMLNLJHMFFDN09CA,20,18.67,見其他登記事項,鋼筋混凝土造,85年8月24日,七層,
RPRNMLOJJHMFFEN78CA,21,143.91,住家用,鋼筋混凝土造,84年9月8日,三層,一層 二層 三層 夾層
