鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
潭子區,房地(土地+建物),臺中市潭子區中山路三段481~510號,317.67,工,,,1051118,土地2建物1車位0,見其他登記事項,4,工廠,見其他登記事項,鋼筋混凝土造,0760915,556.53,0,0,0,無,無,無,100000,,,0.0,0,"只承租本建物地下室及1,2樓面積約556.53平方公尺(約168.35坪)",RPTOMLMKKILFFFL56CC
太平區,房地(土地+建物),臺中市太平區永平路三段9巷31~60號,238.43,工,,,1051114,土地1建物1車位0,見其他登記事項,3,工廠,見其他登記事項,鋼筋混凝土造,0890602,359.4,0,0,0,無,無,無,30000,,,0.0,0,,RPPNMLNKKILFFHL98CC
太平區,房地(土地+建物),臺中市太平區新平路95巷58弄61~90號,131.0,住,,,1051123,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0830304,246.07,3,2,4,有,無,無,22000,89,,0.0,0,,RPRNMLOKKILFFHL66CC
大里區,房地(土地+建物),臺中市大里區國光路二段571~600號,61.52,住,,,1051209,土地1建物1車位0,見其他登記事項,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0950118,282.55,5,1,4,有,無,無,31000,110,,0.0,0,前四年租金31000元，第五年起租金32000元。,RPOOMLQKKILFFGL56CC
大里區,房地(土地+建物),臺中市大里區國光路二段571~600號,61.54,住,,,1051209,土地1建物1車位0,見其他登記事項,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0950118,282.54,5,1,4,有,無,無,31000,110,,0.0,0,前四年租金31000元，第五年起租金32000元。,RPTOMLQKKILFFGL07CC
豐原區,房地(土地+建物),臺中市豐原區育仁路91~120號,125.65,住,,,1051202,土地1建物1車位0,見其他登記事項,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,1001228,415.34,4,3,4,有,無,無,55000,132,,0.0,0,,RPSNMLRKKILFFAL98CC
潭子區,房地(土地+建物),臺中市潭子區雅豐街308巷1~30號,73.34,住,,,1051204,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0930209,189.81,4,3,2,有,無,無,18000,95,,0.0,0,,RPVNMLKLKILFFFL56CC
龍井區,房地(土地+建物),臺中市龍井區中央路一段238巷1~30號,98.0,住,,,1051215,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,1040225,217.5,6,2,3,有,無,無,25000,115,,0.0,0,,RPRNMLNLKILFFIL86DC
大甲區,土地,孔門段1111~1140地號,900.0,其他,,,1051214,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,33,,0.0,0,,RPPNMLMJJHMFFBL08CC
南區,房地(土地+建物),臺中市南區有?街91~120號,118.0,住,,,1051215,土地1建物1車位0,全,2,透天厝,見其他登記事項,見其他登記事項,0580207,66.86,4,1,2,有,無,無,17000,254,,0.0,0,,RPOQMLNJJHMFFAB27CC
西屯區,房地(土地+建物),臺中市西屯區上安路84巷1~30號,34.44,住,,,1051228,土地1建物1車位0,一層,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,0860327,129.78,2,0,1,有,無,有,28000,216,,0.0,0,,RPVNMLNJJHMFFCB87CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路211~240號,33.85,其他,,,1060102,土地1建物1車位4,三十一層,36,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1030403,699.23,0,0,0,無,有,無,172000,246,坡道平面,80.4,0,,RPSOMLNJJHMFFCB67CC
南屯區,房地(土地+建物)+車位,臺中市南屯區惠中里公益路二段391~420號,34.15,住,,,1060101,土地1建物1車位4,一層,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990120,229.86,0,0,0,無,無,無,80000,348,坡道平面,145.32,0,,RPOPMLNJJHMFFCB37CC
北屯區,房地(土地+建物),臺中市北屯區遼寧路一段121~150號,6.9,住,,,1051228,土地1建物1車位0,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0821028,38.1,1,0,1,有,有,有,7000,184,,0.0,0,,RPWPMLNJJHMFFBB08CC
北區,房地(土地+建物),臺中市北區梅亭街541~570號,239.0,住,,,1060101,土地1建物1車位0,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0790620,39.48,1,1,1,有,無,有,9500,241,,0.0,0,,RPPQMLNJJHMFFBB47CC
西屯區,房地(土地+建物)+車位,臺中市西屯區朝馬七街1~30號,19.77,住,,,1051212,土地1建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0840414,77.46,4,2,3,有,無,無,33000,426,其他,0.0,0,,RPXOMLNJJHMFFCB28DC
北區,房地(土地+建物),臺中市北屯區育強街91~120號,23.53,住,,,1051231,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0681211,70.78,1,1,1,有,無,無,18000,254,,0.0,0,壹樓有夾層,RPSOMLNJJHMFFBB67DC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.75,商,,,1051226,土地2建物1車位0,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,95.98,0,0,0,無,有,有,13500,141,,0.0,0,,RPVPMLOJJHMFFBB08CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,6.0,商,,,1060102,土地2建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,114.21,0,0,0,無,有,有,14000,123,,0.0,0,,RPTQMLOJJHMFFBB97CC
北區,車位,臺中市北區進化北路301~330號,0.5,商,,,1060102,土地0建物0車位1,,,其他,,,,31.88,0,0,0,有,有,無,3200,,坡道平面,31.88,3200,,RPUQMLOJJHMFFBB08CC
