鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
台東市,房地(土地+建物),臺東縣臺東市文化街31~60號,196.0,商,,,1060101,土地1建物1車位0,四層,7,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0841109,200.82999999999998,0,0,0,無,無,無,16000,80,,0.0,0,,RPXNMLQKJHMFFAV77DC
台東市,房地(土地+建物),臺東縣臺東市更生路372巷1~30號,49.0,住,,,1060101,土地1建物1車位0,全,1,透天厝,住家用,見其他登記事項,0600630,44.78,4,2,1,有,無,無,8000,179,,0.0,0,,RPRNMLQLJHMFFAV17CC
