鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
仁愛區,建物,基隆市仁愛區愛四路1~30號,0.0,商,,,1051209,土地0建物6車位0,見其他登記事項,8,店面(店鋪),商業用,鋼筋混凝土造,0660829,1984.88,0,0,0,無,無,無,950000,479,,0.0,0,,RPPOMLNJJHMFFBC37CC
仁愛區,房地(土地+建物),基隆市仁愛區南榮路1~30號,108.18,商,,,1051221,土地4建物1車位0,見其他登記事項,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000919,377.27,1,0,5,有,無,無,80000,212,,0.0,0,,RPQNMLTJJHMFFBC97CC
安樂區,房地(土地+建物),基隆市安樂區基金一路331~360號,98.74,工,,,1051207,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1010221,198.69,6,0,3,有,無,無,29700,149,,0.0,0,做員工宿舍用,RPWNMLKKJHMFFCC87CC
