鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
金城鎮,土地,祥和段991~1020地號,280.0,住,,,1051201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16800000,60000,,0.0,0,,RPXNMLOJJHMFFAW37DA
金寧鄉,土地,后湖段1141~1170地號,25001.03,其他,,,1051201,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,225000000,9000,,0.0,0,,RPPOMLPLJHMFFAW86CA
金湖鎮,房地(土地+建物),金門縣金湖鎮市港三路211~240號,23.53,住,,,1051201,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041125,131.64000000000001,3,2,2,有,無,7400000,56214,,0.0,0,,RPPNMLPJJHMFFAW56CA
金寧鄉,房地(土地+建物),金門縣金寧鄉安岐331~360號,77.82,其他,,,1051101,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1051017,151.25,5,1,5,有,無,8500000,56198,,0.0,0,,RPSNMLPJJHMFFAW86CA
金沙鎮,土地,高陽段91~120地號,1189.86,農,,,1051201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,2101,,0.0,0,,RPSNMLMKJHMFFAW66CA
金寧鄉,土地,榜林村段1~30地號,13.48,其他,,,1051201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500406,37122,,0.0,0,,RPWNMLPLJHMFFAW47CA
金寧鄉,土地,榜林村段1~30地號,16.41,其他,,,1051201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,449925,27418,,0.0,0,,RPVNMLPLJHMFFAW37CA
金沙鎮,土地,官澳測段451~480地號,281.76,其他,,,1051201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,310000,1100,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLNLJHMFFAW66CA
金湖鎮,房地(土地+建物),金門縣金湖鎮中興路1~30號,27.6,商,,,1051201,土地2建物1車位0,一層，二層，騎樓,二層,店面(店鋪),商業用,鋼筋混凝土造,0510815,42.16,0,3,1,有,無,7000000,,,0.0,0,,RPROMLSKJHMFFAW37DA
金寧鄉,土地,后垵段811~840地號,354.41,其他,,,1051201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1233347,3480,,0.0,0,,RPRNMLQJJHMFFAW86CA
