編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPTNMLOJJHMFFBJ38CB,莊敬段,11.22,都市：商
RPTOMLOJJHMFFBJ48CB,莊敬段,12.19,都市：商
RPVOMLOJJHMFFBJ68CB,莊敬段,12.19,都市：商
RPXOMLOJJHMFFBJ88CB,莊敬段,12.19,都市：商
RPPPMLOJJHMFFBJ18CB,莊敬段,12.19,都市：商
RPSPMLOJJHMFFBJ48CB,莊敬段,13.94,都市：商
RPUPMLOJJHMFFBJ68CB,莊敬段,13.94,都市：商
RPVPMLOJJHMFFBJ78CB,莊敬段,12.19,都市：商
RPWPMLOJJHMFFBJ88CB,莊敬段,12.19,都市：商
RPXPMLOJJHMFFBJ98CB,莊敬段,12.19,都市：商
RPPQMLOJJHMFFBJ28CB,莊敬段,12.19,都市：商
RPRQMLOJJHMFFBJ48CB,莊敬段,12.19,都市：商
RPTQMLOJJHMFFBJ68CB,莊敬段,12.19,都市：商
RPWQMLOJJHMFFBJ98CB,莊敬段,17.97,都市：商
RPXQMLOJJHMFFBJ09CB,莊敬段,17.27,都市：商
RPPRMLOJJHMFFBJ38CB,莊敬段,17.27,都市：商
RPRRMLOJJHMFFBJ58CB,莊敬段,36.82,都市：商
RPTRMLOJJHMFFBJ78CB,莊敬段,9.38,都市：商
RPVRMLOJJHMFFBJ98CB,莊敬段,9.38,都市：商
RPXRMLOJJHMFFBJ56CB,莊敬段,9.38,都市：商
RPPSMLOJJHMFFBJ48CB,莊敬段,9.38,都市：商
RPQSMLOJJHMFFBJ58CB,莊敬段,9.38,都市：商
RPSSMLOJJHMFFBJ78CB,莊敬段,9.38,都市：商
RPTSMLOJJHMFFBJ88CB,莊敬段,9.38,都市：商
RPUSMLOJJHMFFBJ98CB,莊敬段,9.38,都市：商
RPWSMLOJJHMFFBJ56CB,莊敬段,9.38,都市：商
RPPTMLOJJHMFFBJ58CB,莊敬段,9.38,都市：商
RPRTMLOJJHMFFBJ78CB,莊敬段,9.38,都市：商
RPTTMLOJJHMFFBJ98CB,莊敬段,12.10,都市：商
RPUTMLOJJHMFFBJ09CB,莊敬段,12.10,都市：商
RPWTMLOJJHMFFBJ66CB,莊敬段,12.10,都市：商
RPXTMLOJJHMFFBJ76CB,莊敬段,12.10,都市：商
RPOUMLOJJHMFFBJ58CB,莊敬段,12.10,都市：商
RPPUMLOJJHMFFBJ68CB,莊敬段,13.85,都市：商
RPQUMLOJJHMFFBJ78CB,莊敬段,12.10,都市：商
RPSUMLOJJHMFFBJ98CB,莊敬段,12.10,都市：商
RPTUMLOJJHMFFBJ09CB,莊敬段,12.10,都市：商
RPUUMLOJJHMFFBJ56CB,莊敬段,12.10,都市：商
RPVUMLOJJHMFFBJ66CB,莊敬段,12.10,都市：商
