鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
花蓮市,房地(土地+建物),花蓮縣花蓮市國福街301~330號,172.0,,一般農業區,甲種建築用地,1051201,土地1建物1車位0,見其他登記事項,1,廠辦,住家用,見其他登記事項,0870224,105.17,0,0,0,無,無,無,25000,238,,0.0,0,,RPRNMLLLKILFFAU66CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中正路42巷1~30號,123.0,住,,,1051201,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0960117,272.83,5,2,4,有,無,有,23000,84,,0.0,0,,RPUNMLLLKILFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路391~420號,61.0,商,,,1051201,土地2建物1車位0,見其他登記事項,2,店面(店鋪),住家用,木造,,110.88,0,0,0,無,無,無,20000,180,,0.0,0,,RPWOMLTLKILFFAU08CC
花蓮市,房地(土地+建物),花蓮縣花蓮市莊敬路301~330號,97.0,住,,,1060101,土地1建物1車位0,見其他登記事項,2,店面(店鋪),住商用,鋼筋混凝土造,0760319,121.51,3,2,2,有,無,無,18000,148,,0.0,0,,RPSNMLPJJHMFFAU86CC
花蓮市,房地(土地+建物),花蓮縣花蓮市德安二街68巷31~60號,17.49,住,,,1051201,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841104,92.69,3,2,2,有,無,有,16000,173,,0.0,0,,RPTNMLPJJHMFFAU96CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉海岸路103巷1~30號,84.0,住,,,1060101,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840630,159.04,5,2,5,有,無,有,23000,145,,0.0,0,,RPWNMLQJJHMFFAU37CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南昌北路1~30號,24.03,住,,,1051201,土地1建物1車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840414,39.21,1,0,1,有,有,有,6500,166,,0.0,0,,RPRNMLTJJHMFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街91~120號,6.58,住,,,1051201,土地1建物1車位0,六層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840919,35.31,1,0,1,有,有,有,6500,184,,0.0,0,,RPSNMLTJJHMFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中福路145巷1~30號,70.0,住,,,1051201,土地1建物1車位0,全,1,透天厝,住家用,見其他登記事項,0600715,56.24,1,1,1,有,無,有,11000,196,,0.0,0,,RPTNMLTJJHMFFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市鎮國街31~60號,55.0,商,,,1051201,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0620625,112.14,4,2,3,有,無,無,12000,107,,0.0,0,,RPXNMLKKJHMFFAU96CC
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉平和村豐坪路三段811巷1~30號,2325.06,農,,,1051201,土地1建物1車位0,見其他登記事項,3,農舍,農舍,鋼筋混凝土造,0950613,728.57,30,1,30,有,無,有,115000,,,0.0,0,,RPOOMLKKJHMFFAU78CC
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市自立路34巷1~30號,40.05,住,,,1060101,土地1建物1車位1,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860627,153.48,3,2,2,有,有,有,12000,78,坡道平面,30.44,0,,RPPNMLLKJHMFFAU98DC
花蓮市,房地(土地+建物),花蓮縣花蓮市德安二街68巷1~30號,17.07,住,,,1060101,土地1建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841104,92.88,3,2,2,有,有,有,16200,174,,0.0,0,,RPPOMLMKJHMFFAU09CC
花蓮市,房地(土地+建物),花蓮縣花蓮市富國路121~150號,100.12,住,,,1060101,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0740708,164.88,2,0,2,有,無,無,23000,139,,0.0,0,承租範圍:1-2層(含防空避難室),RPROMLMKJHMFFAU66CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十一街1~30號,24.36,住,,,1060101,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840516,130.23000000000002,3,2,2,有,有,有,15000,115,,0.0,0,,RPTOMLMKJHMFFAU86CC
吉安鄉,房地(土地+建物),花蓮縣花蓮市吉安路1~30號,113.0,住,,,1060101,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0801119,235.03,3,3,2,有,無,無,15000,64,,0.0,0,,RPUOMLMKJHMFFAU96CC
