編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPQNMLQJJHMFFDN98CC,39,39.24,見其他登記事項,鋼筋混凝土加強磚造,67年1月27日,三層,
RPPNMLRJJHMFFHN76CC,23,159.60,住家用,鋼筋混凝土造,83年3月16日,三層,
RPQNMLRJJHMFFHN86CC,1,272.98,見其他登記事項,鋼筋混凝土造,104年9月4日,三層,
RPPNMLLKJHMFFAN28DC,10,20.00,農舍,鋼筋混凝土造,95年2月22日,三層,
RPWNMLMKJHMFFAN98CC,37,71.49,商業用,鋼筋混凝土造,68年12月7日,四層,
